TU_ID	Gene_name	Start	End	Strand	Expression_E	Description
1387	rpoD	3212251	3214739	+	46,37111468	rpoD
1413	garPLRK-rnpB	3270936	3275910	-	55,65734118	garPLRK-rnpB
1410	rnpB	3271165	3271568	-	1879,892473	rnpB
1425	yrbN-deaD	3306948	3309062	-	38,0279364	yrbN-deaD
1431	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319273	-	129,5710803	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1428	rpsO-pnp	3309976	3312762	-	70,14288711	rpsO-pnp
1427	pnp	3309976	3312302	-	47,98097064	pnp
1429	rpsO	3312349	3312762	-	202,0690834	rpsO
1430	rimP-nusA-infB	3314319	3319151	-	45,15981047	rimP-nusA-infB
1432	metY-rimP-nusA-infB	3314319	3319273	-	44,20258787	metY-rimP-nusA-infB
1440	secG-leuU	3323012	3323563	-	77,20387175	secG-leuU
1442	rlmE-ftsH	3325919	3328736	-	96,3506094	rlmE-ftsH
1448	rplU-rpmA-yhbE-obgE	3331559	3334492	-	66,27977641	rplU-rpmA-yhbE-obgE
1447	rplU-rpmA	3333839	3334492	-	265,8781003	rplU-rpmA
1452	mlaFEDCB	3337940	3341108	-	32,45191498	mlaFEDCB
1469	nanA	3373660	3374596	-	42,21152516	nanA
1473	rplM-rpsI	3378733	3379648	-	278,6831394	rplM-rpsI
1479	mdh	3384307	3385289	-	157,4395791	mdh
1491	accBC	3406149	3408278	+	99,24268044	accBC
1877	hupA	3437202	3437626	-	142,1887655	hupA
1870	rplKAJL-rpoBC	3448190	3459448	-	145,8505892	rplKAJL-rpoBC
1871	rplJL-rpoBC	3448190	3458179	-	128,7998409	rplJL-rpoBC
1872	rpoBC	3448190	3456739	-	65,03242917	rpoBC
2091	rplL	3456878	3457242	-	532,2876688	rplL
1847	rpmE	3510578	3510894	-	236,9414682	rpmE
1841	glpFKX	3519642	3523275	+	41,48981191	glpFKX
1837	tpiA	3526279	3527062	+	65,24861643	tpiA
1834	pfkA	3529289	3530328	-	41,57715752	pfkA
1831	sodA	3536373	3537043	-	156,415745	sodA
1822	glnA	3579696	3581812	+	44,42989918	glnA
1818	csrC	3586523	3586766	-	77,13493459	csrC
1800	udp	3620611	3621411	-	118,07824	udp
1785	glmZ	3651200	3651370	-	47,14918881	glmZ
1776	rhoL-rho	3670127	3671640	-	52,34903395	rhoL-rho
1777	rhoL	3670927	3671640	-	168,3749416	rhoL
1774	trxA	3671713	3672115	-	96,89303483	trxA
1745	atpIBEFHAGDC	3715278	3722294	+	81,05969707	atpIBEFHAGDC
1743	atpBEFHAGDC	3715669	3722294	+	234,7130566	atpBEFHAGDC
1741	glmUS	3722580	3725992	+	45,01426338	glmUS
1739	pstS	3726235	3727359	+	122,4714012	pstS
1740	pstSCA	3726235	3729307	+	59,66382775	pstSCA
1738	pstSCAB-phoU	3726235	3730949	+	55,18750714	pstSCAB-phoU
1737	pstCAB-phoU	3727261	3730949	+	36,48910853	pstCAB-phoU
1735	pstB-phoU	3729247	3730949	+	125,3403839	pstB-phoU
1734	phoU	3730138	3730949	+	57,8689802	phoU
1724	rpmH-rnpA	3756685	3757299	-	86,04560261	rpmH-rnpA
1669	secB-gpsA	3857334	3858894	+	35,70161311	secB-gpsA
1647	cspA	3921224	3921596	-	2997,922043	cspA
1602	uspA	4000946	4001536	-	166,5288136	uspA
1590	rpoH	4040667	4041649	+	44,28275628	rpoH
1585	ugpBAECQ	4049159	4054166	+	136,4303309	ugpBAECQ
1572	glpD	4078019	4079565	-	36,05403919	glpD
1565	malPQ	4089028	4093551	+	68,37552778	malPQ
1564	malQ	4091139	4093551	+	62,04358388	malQ
1561	gntT	4093663	4095088	-	44,81614035	gntT
1559	nfuA	4095339	4096079	-	51,23018018	nfuA
1527	crp	4154746	4155506	-	171,1921053	crp
1523	fkpA	4164039	4164930	+	83,99289188	fkpA
1520	rpsLG-fusA-tufA	4166917	4171392	+	452,4985078	rpsLG-fusA-tufA
1519	fusA-tufA	4167853	4171392	+	506,8844041	fusA-tufA
1517	tufA	4169814	4171392	+	1583,380439	tufA
1507	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4193270	+	1293,836232	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1506	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	4193316	4198919	+	431,9218662	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
1504	rpsMKD-rpoA-rplQ	4198973	4201956	+	1331,907699	rpsMKD-rpoA-rplQ
1897	malEFG	4247251	4251175	-	74,14304069	malEFG
1898	malK-lamB-malM	4251448	4255185	+	105,8756367	malK-lamB-malM
1913	ssb	4278804	4279372	+	52,2306338	ssb
1956	aspA	4372646	4374233	-	40,98532499	aspA
1958	groSL	4376418	4378472	+	103,8275344	groSL
1959	groL	4376585	4378472	+	304,9166225	groL
1963	efp	4381369	4382066	+	37,24434241	efp
1977	mutL-miaA-hfq-hflXKC	4402902	4410105	+	45,4537924	mutL-miaA-hfq-hflXKC
1979	miaA-hfq-hflXKC	4404854	4410105	+	60,49292198	miaA-hfq-hflXKC
1981	hfq-hflXKC	4405603	4410105	+	65,89086332	hfq-hflXKC
1989	rpsF-priB-rpsR-rplI	4430827	4432358	+	173,295193	rpsF-priB-rpsR-rplI
2000	ppa	4454924	4455487	-	105,2392982	ppa
2005	treBC	4468856	4472011	-	84,1338279	treBC
2012	ridA	4476329	4476747	-	37,95208605	ridA
2017	rraB	4484247	4484690	+	76,90142965	rraB
2046	btsT	4594931	4597168	-	41,210033	btsT
2062	deoCABD	4623080	4627460	+	66,756621	deoCABD
2064	deoBD	4625369	4627460	+	34,8223721	deoBD
2073	arcA	4645341	4646313	-	101,2736626	arcA
